"DeletionTimestamp","ObjectId","ObjectType","CreationTimestamp","Id","PrincipalDisplayName","PrincipalId","PrincipalType","ResourceDisplayName","ResourceId"
,"jmDQMlBh6UWBE4KhIgtCusKsEh0g3RlOnYsm_QOCdd8","AppRoleAssignment","10/26/2021 2:57:50 PM","00000000-0000-0000-0000-000000000000","Caleb Howell","32d0608e-6150-45e9-8113-82a1220b42ba","User","calendly","12707b36-f3a9-4b57-bba1-197356810750"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"k5i6lY63WEWMpBsuUpDrOfHu0mI9L5FIhHmhwGJxYNU","AppRoleAssignment","10/8/2021 1:07:49 PM","00000000-0000-0000-0000-000000000000","Carson Davis","95ba9893-b78e-4558-8ca4-1b2e5290eb39","User","LinkedIn","98857dc1-3900-4c15-8700-b0968faf09e3"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"BAWJ47fPiUaQhZEF--HOtbZblCaBS8BChaYS22soVJs","AppRoleAssignment","10/4/2021 5:43:43 PM","00000000-0000-0000-0000-000000000000","Chaim Harris","e3890504-cfb7-4689-9085-9105fbe1ceb5","User","calendly","12707b36-f3a9-4b57-bba1-197356810750"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"e2TqRH3DoUiMmf74AxFDaNPLJG-7qjxHqsn38Y4FzK8","AppRoleAssignment","7/19/2021 2:27:53 PM","00000000-0000-0000-0000-000000000000","Christopher Salmon","44ea647b-c37d-48a1-8c99-fef803114368","User","Embrava Connect for Teams","b6248405-568a-4407-9fb0-8cf9b69cdf51"
,"e2TqRH3DoUiMmf74AxFDaMvyAzB1-pFJkX9IH518Dbw","AppRoleAssignment","9/27/2021 11:33:02 AM","00000000-0000-0000-0000-000000000000","Christopher Salmon","44ea647b-c37d-48a1-8c99-fef803114368","User","Calendly","5573202c-5470-49e8-a572-96c75dae5479"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"CSYpfBcbFE-YdJOiMewE4Zgv4xalI9pApE1r2kIYmZ8","AppRoleAssignment","9/22/2021 6:47:17 PM","00000000-0000-0000-0000-000000000000","Chuck Salas- Terminated 10.19.21","7c292609-1b17-4f14-9874-93a231ec04e1","User","Apple Internet Accounts","763e531d-b34e-48a5-8a5e-3c851c612a67"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"DP6qDJlRg0CVorfh4iFEBN2qATZDpRVIthxgEKz474Y","AppRoleAssignment","7/19/2021 2:40:16 PM","00000000-0000-0000-0000-000000000000","Daniel Mwanda-Terminated 11/17/21","0caafe0c-5199-4083-95a2-b7e1e2214404","User","Apple Internet Accounts","763e531d-b34e-48a5-8a5e-3c851c612a67"
,"4bAdKr_w_UiLr_p7GbfcobG0F4emGA9CkKkMBqcL53M","AppRoleAssignment","9/10/2021 1:01:03 PM","efb1a5e8-9733-4f4a-a9b3-9ecb3e953510","Meraki_Admin_All_Organizations","2a1db0e1-f0bf-48fd-8baf-fa7b19b7dca1","Group","Meraki Dashboard - 5Q Partners","12eaee52-1f9f-4f50-838f-c5a7465d9ab8"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"ImrA_0v1GE6cbr5NANQ-xFuyZcdhiQFCkx2M820kFHw","AppRoleAssignment","9/29/2021 1:07:00 PM","00000000-0000-0000-0000-000000000000","David Holroyd","ffc06a22-f54b-4e18-9c6e-be4d00d43ec4","User","Calendly","5573202c-5470-49e8-a572-96c75dae5479"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"TUbOXAUyb0ONfvyQxHmQA7IaBzzXD0BLiVx--JgIOOk","AppRoleAssignment","10/7/2021 2:34:47 AM","00000000-0000-0000-0000-000000000000","Diane Ellicott","5cce464d-3205-436f-8d7e-fc90c4799003","User","Tasks Teams Bot","410f4124-f9cb-4d38-ba94-d817263433c0"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
,"1KkOHVqlr0GgZz73cmo01nvnsCCzSBNPnwXsNW83UZI","AppRoleAssignment","9/29/2021 1:37:42 AM","18d14569-c3bd-439b-9a66-3a2aee01d14f","ITGlue_Users","1d0ea9d4-a55a-41af-a067-3ef7726a34d6","Group","IT Glue","233eaafd-62e3-4c9b-aac6-df734a236f5f"
,"FZ8MLMcWD0Sh8dU2P4oetOmnuhM1Z-BDmASjHKkxZUk","AppRoleAssignment","10/25/2021 1:11:46 AM","00000000-0000-0000-0000-000000000000","Don Goldstein","2c0c9f15-16c7-440f-a1f1-d5363f8a1eb4","User","AddEvent.com","d507bdf1-1cbc-42d1-bf9a-e57aa8a8c201"
,"FZ8MLMcWD0Sh8dU2P4oetAKnpcXNUUFDjq-b6zgh5Ro","AppRoleAssignment","11/18/2021 8:32:59 AM","00000000-0000-0000-0000-000000000000","Don Goldstein","2c0c9f15-16c7-440f-a1f1-d5363f8a1eb4","User","Adobe Acrobat Reader","899671a9-32ee-4368-bb72-456868aeaba2"
,"ueJX25HvPkWKsd7ViMMMZmUS4GAtO2FOsMPLKLyb3nc","AppRoleAssignment","9/16/2021 12:36:59 PM","e18f0405-fdec-4ae8-a8a0-d8edb98b061f","Box_Users","db57e2b9-ef91-453e-8ab1-ded588c30c66","Group","Box","68f7f2f0-fbf2-4625-9651-c445b7d5d378"
